[11:49:10.164] Odometry x=0.000000, y=-0.000000, theta=0.000000
[11:49:13.365] Odometry x=0.000811, y=-0.000068, theta=-0.055880
[11:49:13.375] Odometry x=0.000811, y=-0.000068, theta=-0.055676
[11:49:13.385] Odometry x=0.000811, y=-0.000068, theta=-0.054974
[11:49:13.396] Odometry x=0.000811, y=-0.000068, theta=-0.054789
[11:49:13.406] Odometry x=0.000811, y=-0.000068, theta=-0.055440
[11:49:13.416] Odometry x=0.000811, y=-0.000068, theta=-0.056716
[11:49:13.421] Init: px average disparity is:14.470497 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:13.421] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:13.436] Odometry x=0.000900, y=-0.000073, theta=-0.057699
[11:49:13.446] Odometry x=0.000900, y=-0.000073, theta=-0.058338
[11:49:13.456] Odometry x=0.000900, y=-0.000073, theta=-0.058848
[11:49:13.467] Odometry x=0.000900, y=-0.000073, theta=-0.059284
[11:49:13.477] Odometry x=0.000900, y=-0.000073, theta=-0.059390
[11:49:13.487] Odometry x=0.000901, y=-0.000073, theta=-0.059232
[11:49:13.497] Odometry x=0.000901, y=-0.000074, theta=-0.059039
[11:49:13.507] Odometry x=0.000901, y=-0.000074, theta=-0.058832
[11:49:13.511] Init: px average disparity is:14.260822 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:13.511] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:13.517] Odometry x=0.000901, y=-0.000074, theta=-0.058799
[11:49:13.537] Odometry x=0.000987, y=-0.000079, theta=-0.059758
[11:49:13.547] Odometry x=0.000987, y=-0.000079, theta=-0.060605
[11:49:13.557] Odometry x=0.000988, y=-0.000079, theta=-0.061479
[11:49:13.568] Odometry x=0.000988, y=-0.000080, theta=-0.062391
[11:49:13.578] Odometry x=0.000988, y=-0.000080, theta=-0.063180
[11:49:13.588] Odometry x=0.000988, y=-0.000080, theta=-0.063733
[11:49:13.598] Odometry x=0.000988, y=-0.000080, theta=-0.064086
[11:49:13.608] Odometry x=0.000988, y=-0.000080, theta=-0.064436
[11:49:13.618] Odometry x=0.000988, y=-0.000081, theta=-0.064740
[11:49:13.626] Init: px average disparity is:15.404923 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:13.626] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:13.639] Odometry x=0.001074, y=-0.000087, theta=-0.065538
[11:49:13.649] Odometry x=0.001074, y=-0.000087, theta=-0.066141
[11:49:13.659] Odometry x=0.001074, y=-0.000087, theta=-0.066486
[11:49:13.669] Odometry x=0.001074, y=-0.000087, theta=-0.066427
[11:49:13.679] Odometry x=0.001073, y=-0.000087, theta=-0.065930
[11:49:13.689] Odometry x=0.001073, y=-0.000087, theta=-0.065252
[11:49:13.700] Odometry x=0.001073, y=-0.000087, theta=-0.064615
[11:49:13.710] Odometry x=0.001073, y=-0.000087, theta=-0.064093
[11:49:13.713] Init: px average disparity is:13.913895 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:13.713] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:13.720] Odometry x=0.001073, y=-0.000087, theta=-0.063994
[11:49:13.740] Odometry x=0.001159, y=-0.000093, theta=-0.064335
[11:49:13.750] Odometry x=0.001159, y=-0.000093, theta=-0.063660
[11:49:13.760] Odometry x=0.001159, y=-0.000093, theta=-0.062300
[11:49:13.770] Odometry x=0.001160, y=-0.000096, theta=-0.061432
[11:49:13.781] Odometry x=0.001160, y=-0.000097, theta=-0.061128
[11:49:13.791] Odometry x=0.001160, y=-0.000099, theta=-0.060766
[11:49:13.801] Odometry x=0.001161, y=-0.000101, theta=-0.060393
[11:49:13.811] Odometry x=0.001161, y=-0.000102, theta=-0.060066
[11:49:13.814] Init: px average disparity is:10.822400 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:13.814] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:13.821] Odometry x=0.001161, y=-0.000103, theta=-0.059638
[11:49:13.841] Odometry x=0.001251, y=-0.000108, theta=-0.058307
[11:49:13.852] Odometry x=0.001251, y=-0.000108, theta=-0.057511
[11:49:13.862] Odometry x=0.001251, y=-0.000108, theta=-0.057198
[11:49:13.872] Odometry x=0.001251, y=-0.000108, theta=-0.056648
[11:49:13.882] Odometry x=0.001251, y=-0.000108, theta=-0.056200
[11:49:13.892] Odometry x=0.001251, y=-0.000108, theta=-0.055933
[11:49:13.902] Odometry x=0.001251, y=-0.000108, theta=-0.055577
[11:49:13.912] Init: px average disparity is:9.518647 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:13.912] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:13.912] Odometry x=0.001251, y=-0.000108, theta=-0.055285
[11:49:13.922] Odometry x=0.001251, y=-0.000108, theta=-0.054767
[11:49:13.942] Odometry x=0.001333, y=-0.000113, theta=-0.053398
[11:49:13.952] Odometry x=0.001333, y=-0.000114, theta=-0.052738
[11:49:13.963] Odometry x=0.001333, y=-0.000114, theta=-0.052482
[11:49:13.973] Odometry x=0.001333, y=-0.000114, theta=-0.052065
[11:49:13.983] Odometry x=0.001334, y=-0.000115, theta=-0.051642
[11:49:13.993] Odometry x=0.001334, y=-0.000116, theta=-0.051566
[11:49:14.003] Odometry x=0.001335, y=-0.000116, theta=-0.051714
[11:49:14.013] Odometry x=0.001335, y=-0.000116, theta=-0.051587
[11:49:14.017] Init: px average disparity is:10.713967 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.018] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.024] Odometry x=0.001335, y=-0.000116, theta=-0.051178
[11:49:14.044] Odometry x=0.001421, y=-0.000120, theta=-0.047960
[11:49:14.054] Odometry x=0.001421, y=-0.000121, theta=-0.045521
[11:49:14.064] Odometry x=0.001421, y=-0.000121, theta=-0.043849
[11:49:14.074] Odometry x=0.001421, y=-0.000122, theta=-0.042245
[11:49:14.084] Odometry x=0.001421, y=-0.000122, theta=-0.041053
[11:49:14.094] Odometry x=0.001421, y=-0.000123, theta=-0.040400
[11:49:14.105] Odometry x=0.001422, y=-0.000125, theta=-0.039945
[11:49:14.115] Odometry x=0.001422, y=-0.000126, theta=-0.039603
[11:49:14.115] Init: px average disparity is:9.753376 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.115] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.135] Odometry x=0.001502, y=-0.000132, theta=-0.041278
[11:49:14.145] Odometry x=0.001502, y=-0.000133, theta=-0.042628
[11:49:14.155] Odometry x=0.001503, y=-0.000133, theta=-0.043679
[11:49:14.165] Odometry x=0.001503, y=-0.000133, theta=-0.044474
[11:49:14.175] Odometry x=0.001503, y=-0.000133, theta=-0.044568
[11:49:14.185] Odometry x=0.001503, y=-0.000133, theta=-0.044378
[11:49:14.195] Odometry x=0.001503, y=-0.000133, theta=-0.044136
[11:49:14.206] Odometry x=0.001503, y=-0.000133, theta=-0.043947
[11:49:14.212] Init: px average disparity is:11.364820 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.212] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.216] Odometry x=0.001503, y=-0.000133, theta=-0.043877
[11:49:14.226] Odometry x=0.001503, y=-0.000133, theta=-0.043731
[11:49:14.246] Odometry x=0.001600, y=-0.000138, theta=-0.042740
[11:49:14.256] Odometry x=0.001600, y=-0.000138, theta=-0.041933
[11:49:14.266] Odometry x=0.001600, y=-0.000138, theta=-0.041336
[11:49:14.276] Odometry x=0.001600, y=-0.000138, theta=-0.040737
[11:49:14.287] Odometry x=0.001600, y=-0.000139, theta=-0.039968
[11:49:14.297] Odometry x=0.001600, y=-0.000140, theta=-0.039066
[11:49:14.307] Odometry x=0.001600, y=-0.000141, theta=-0.038124
[11:49:14.317] Odometry x=0.001600, y=-0.000142, theta=-0.037457
[11:49:14.321] Init: px average disparity is:11.550697 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.321] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.337] Odometry x=0.001678, y=-0.000146, theta=-0.036100
[11:49:14.347] Odometry x=0.001678, y=-0.000147, theta=-0.035123
[11:49:14.358] Odometry x=0.001678, y=-0.000147, theta=-0.034444
[11:49:14.368] Odometry x=0.001678, y=-0.000147, theta=-0.034061
[11:49:14.378] Odometry x=0.001678, y=-0.000147, theta=-0.034180
[11:49:14.388] Odometry x=0.001679, y=-0.000148, theta=-0.034668
[11:49:14.398] Odometry x=0.001679, y=-0.000148, theta=-0.035083
[11:49:14.408] Odometry x=0.001679, y=-0.000148, theta=-0.035090
[11:49:14.412] Init: px average disparity is:12.835490 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.412] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.418] Odometry x=0.001679, y=-0.000148, theta=-0.034928
[11:49:14.438] Odometry x=0.001760, y=-0.000153, theta=-0.034013
[11:49:14.449] Odometry x=0.001760, y=-0.000154, theta=-0.033467
[11:49:14.459] Odometry x=0.001760, y=-0.000157, theta=-0.033348
[11:49:14.469] Odometry x=0.001760, y=-0.000159, theta=-0.033426
[11:49:14.479] Odometry x=0.001760, y=-0.000159, theta=-0.033659
[11:49:14.489] Odometry x=0.001760, y=-0.000160, theta=-0.033962
[11:49:14.499] Odometry x=0.001760, y=-0.000160, theta=-0.034203
[11:49:14.509] Odometry x=0.001760, y=-0.000160, theta=-0.034944
[11:49:14.511] Init: px average disparity is:11.765167 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.511] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.519] Odometry x=0.001760, y=-0.000160, theta=-0.035727
[11:49:14.539] Odometry x=0.001857, y=-0.000163, theta=-0.036440
[11:49:14.549] Odometry x=0.001857, y=-0.000163, theta=-0.036936
[11:49:14.560] Odometry x=0.001857, y=-0.000163, theta=-0.037228
[11:49:14.570] Odometry x=0.001857, y=-0.000164, theta=-0.037477
[11:49:14.580] Odometry x=0.001857, y=-0.000164, theta=-0.037692
[11:49:14.590] Odometry x=0.001857, y=-0.000165, theta=-0.037791
[11:49:14.600] Odometry x=0.001857, y=-0.000166, theta=-0.037749
[11:49:14.610] Odometry x=0.001857, y=-0.000168, theta=-0.037605
[11:49:14.613] Init: px average disparity is:11.222797 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.613] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.620] Odometry x=0.001858, y=-0.000170, theta=-0.037581
[11:49:14.640] Odometry x=0.001945, y=-0.000184, theta=-0.037559
[11:49:14.650] Odometry x=0.001946, y=-0.000190, theta=-0.037421
[11:49:14.661] Odometry x=0.001946, y=-0.000193, theta=-0.037179
[11:49:14.671] Odometry x=0.001946, y=-0.000195, theta=-0.037095
[11:49:14.681] Odometry x=0.001946, y=-0.000196, theta=-0.037154
[11:49:14.691] Odometry x=0.001946, y=-0.000197, theta=-0.037164
[11:49:14.701] Odometry x=0.001946, y=-0.000197, theta=-0.037174
[11:49:14.711] Odometry x=0.001946, y=-0.000197, theta=-0.037405
[11:49:14.722] Odometry x=0.001946, y=-0.000198, theta=-0.037589
[11:49:14.725] Init: px average disparity is:9.358957 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.725] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.742] Odometry x=0.002032, y=-0.000201, theta=-0.037456
[11:49:14.752] Odometry x=0.002032, y=-0.000201, theta=-0.037373
[11:49:14.762] Odometry x=0.002032, y=-0.000201, theta=-0.037321
[11:49:14.772] Odometry x=0.002032, y=-0.000201, theta=-0.037022
[11:49:14.782] Odometry x=0.002032, y=-0.000201, theta=-0.036443
[11:49:14.793] Odometry x=0.002032, y=-0.000201, theta=-0.035603
[11:49:14.803] Odometry x=0.002032, y=-0.000201, theta=-0.034383
[11:49:14.813] Init: px average disparity is:13.091671 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.813] Odometry x=0.002032, y=-0.000201, theta=-0.033080
[11:49:14.813] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.823] Odometry x=0.002032, y=-0.000201, theta=-0.032166
[11:49:14.843] Odometry x=0.002116, y=-0.000209, theta=-0.029363
[11:49:14.853] Odometry x=0.002117, y=-0.000212, theta=-0.027654
[11:49:14.863] Odometry x=0.002118, y=-0.000212, theta=-0.026996
[11:49:14.874] Odometry x=0.002119, y=-0.000213, theta=-0.025772
[11:49:14.884] Odometry x=0.002120, y=-0.000214, theta=-0.024495
[11:49:14.894] Odometry x=0.002120, y=-0.000215, theta=-0.023661
[11:49:14.904] Odometry x=0.002120, y=-0.000215, theta=-0.023170
[11:49:14.913] Init: px average disparity is:13.898451 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:14.913] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:14.914] Odometry x=0.002120, y=-0.000216, theta=-0.023013
[11:49:14.934] Odometry x=0.002202, y=-0.000224, theta=-0.023930
[11:49:14.944] Odometry x=0.002202, y=-0.000228, theta=-0.024935
[11:49:14.955] Odometry x=0.002203, y=-0.000230, theta=-0.026517
[11:49:14.965] Odometry x=0.002203, y=-0.000230, theta=-0.027936
[11:49:14.975] Odometry x=0.002204, y=-0.000232, theta=-0.031068
[11:49:14.985] Odometry x=0.002204, y=-0.000233, theta=-0.034797
[11:49:14.995] Odometry x=0.002204, y=-0.000233, theta=-0.038136
[11:49:15.005] Odometry x=0.002204, y=-0.000233, theta=-0.041160
[11:49:15.012] Init: px average disparity is:8.463666 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.012] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.015] Odometry x=0.002204, y=-0.000233, theta=-0.043729
[11:49:15.025] Odometry x=0.002205, y=-0.000233, theta=-0.047095
[11:49:15.046] Odometry x=0.002305, y=-0.000238, theta=-0.051924
[11:49:15.056] Odometry x=0.002305, y=-0.000238, theta=-0.055270
[11:49:15.066] Odometry x=0.002305, y=-0.000238, theta=-0.056788
[11:49:15.076] Odometry x=0.002305, y=-0.000238, theta=-0.059053
[11:49:15.086] Odometry x=0.002305, y=-0.000238, theta=-0.061413
[11:49:15.096] Odometry x=0.002305, y=-0.000238, theta=-0.062737
[11:49:15.106] Odometry x=0.002305, y=-0.000238, theta=-0.064313
[11:49:15.116] Odometry x=0.002305, y=-0.000238, theta=-0.066365
[11:49:15.123] Init: px average disparity is:10.604053 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.124] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.127] Odometry x=0.002306, y=-0.000240, theta=-0.069015
[11:49:15.147] Odometry x=0.002392, y=-0.000251, theta=-0.073881
[11:49:15.157] Odometry x=0.002393, y=-0.000254, theta=-0.077756
[11:49:15.167] Odometry x=0.002393, y=-0.000254, theta=-0.080017
[11:49:15.177] Odometry x=0.002393, y=-0.000255, theta=-0.083671
[11:49:15.187] Odometry x=0.002393, y=-0.000256, theta=-0.087270
[11:49:15.198] Odometry x=0.002393, y=-0.000256, theta=-0.089068
[11:49:15.208] Odometry x=0.002393, y=-0.000256, theta=-0.091710
[11:49:15.211] Init: px average disparity is:14.879450 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.211] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.218] Odometry x=0.000914, y=-0.000256, theta=-0.037916
[11:49:15.238] Odometry x=0.000992, y=-0.000259, theta=-0.040417
[11:49:15.248] Odometry x=0.000992, y=-0.000259, theta=-0.042020
[11:49:15.259] Odometry x=0.000992, y=-0.000259, theta=-0.042922
[11:49:15.269] Odometry x=0.000992, y=-0.000259, theta=-0.043813
[11:49:15.279] Odometry x=0.000992, y=-0.000260, theta=-0.044741
[11:49:15.289] Odometry x=0.000992, y=-0.000261, theta=-0.045921
[11:49:15.299] Odometry x=0.000992, y=-0.000262, theta=-0.047306
[11:49:15.309] Odometry x=0.000992, y=-0.000263, theta=-0.048584
[11:49:15.313] Init: px average disparity is:18.322597 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.313] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.320] Odometry x=0.000992, y=-0.000263, theta=-0.049788
[11:49:15.341] Odometry x=0.001078, y=-0.000269, theta=-0.052686
[11:49:15.351] Odometry x=0.001078, y=-0.000270, theta=-0.054877
[11:49:15.361] Odometry x=0.001078, y=-0.000271, theta=-0.056663
[11:49:15.372] Odometry x=0.001078, y=-0.000272, theta=-0.058968
[11:49:15.382] Odometry x=0.001078, y=-0.000273, theta=-0.060910
[11:49:15.392] Odometry x=0.001078, y=-0.000273, theta=-0.062462
[11:49:15.403] Odometry x=0.001078, y=-0.000273, theta=-0.063935
[11:49:15.413] Odometry x=0.001078, y=-0.000273, theta=-0.065029
[11:49:15.423] Odometry x=0.001078, y=-0.000273, theta=-0.065873
[11:49:15.431] Init: px average disparity is:21.436366 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.431] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.443] Odometry x=0.001168, y=-0.000279, theta=-0.068235
[11:49:15.454] Odometry x=0.001168, y=-0.000279, theta=-0.070018
[11:49:15.464] Odometry x=0.001168, y=-0.000279, theta=-0.070974
[11:49:15.474] Odometry x=0.001168, y=-0.000279, theta=-0.072404
[11:49:15.485] Odometry x=0.001168, y=-0.000279, theta=-0.074001
[11:49:15.495] Odometry x=0.001168, y=-0.000279, theta=-0.075800
[11:49:15.505] Odometry x=0.001169, y=-0.000280, theta=-0.077914
[11:49:15.512] Init: px average disparity is:25.178290 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.512] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.515] Odometry x=0.000446, y=-0.000280, theta=-0.031988
[11:49:15.525] Odometry x=0.000446, y=-0.000280, theta=-0.034028
[11:49:15.545] Odometry x=0.000533, y=-0.000284, theta=-0.034941
[11:49:15.556] Odometry x=0.000533, y=-0.000284, theta=-0.035540
[11:49:15.566] Odometry x=0.000533, y=-0.000284, theta=-0.035751
[11:49:15.576] Odometry x=0.000534, y=-0.000284, theta=-0.035530
[11:49:15.586] Odometry x=0.000534, y=-0.000284, theta=-0.035082
[11:49:15.597] Odometry x=0.000534, y=-0.000284, theta=-0.034756
[11:49:15.607] Odometry x=0.000534, y=-0.000284, theta=-0.034141
[11:49:15.617] Odometry x=0.000534, y=-0.000284, theta=-0.033084
[11:49:15.625] Init: px average disparity is:23.377357 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.625] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
[11:49:15.627] Odometry x=0.000535, y=-0.000284, theta=-0.032210
[11:49:15.648] Odometry x=0.000625, y=-0.000287, theta=-0.031422
[11:49:15.658] Odometry x=0.000625, y=-0.000287, theta=-0.030968
[11:49:15.668] Odometry x=0.000625, y=-0.000287, theta=-0.030721
[11:49:15.679] Odometry x=0.000625, y=-0.000288, theta=-0.030493
[11:49:15.689] Odometry x=0.000625, y=-0.000288, theta=-0.030113
[11:49:15.700] Odometry x=0.000625, y=-0.000289, theta=-0.029548
[11:49:15.710] Odometry x=0.000625, y=-0.000291, theta=-0.028700
[11:49:15.721] Odometry x=0.000625, y=-0.000292, theta=-0.027555
[11:49:15.727] Init: px average disparity is:20.193112 ,While minimum is: 40.000000  KLT tracked : 97
[11:49:15.727] Init: distance between the first and current frame is x:0.000000 ,z=0.000000,angle between two frames: 0.000000 
